Telstra ID,Ticket Type,Cycle Status,Service,Assignment Group,Reporting Region,Priority,CEC,Open Date Time,Assignee,Resolved/Closed Date,Category,Status,Parent ID,Site Name,Update Time,Known Error
Serv-0280,Service Request,Closed,Voice,PROCESS MOBILES SERVCES,,2,5AD,10/5/2022,John.Doe@domain.com,24/9/2022 17:17,Service Request,Closed,,,24/09/2022 17:17,
Serv-0281,Service Request,Opened,Mobile,PROCESS VIDEO SERVICES,,3,ZX78,11/5/2022,Jane Doe,23/9/2022 12:29,Service Request,Closed,,,23/09/2022 12:29,
Serv-0282,Service Request,Closed,Video,PROCESS VIDEO SERVICES,,4,JD85,11/5/2022,Jane.Doe@domain.com,24/9/2022 0:29,Service Request,Closed,,,24/09/2022 00:29,
Serv-0283,Service Request,Suspended,Voice,PROCESS MOBILES SERVCES,,3,9GF,11/5/2022,Jane Doe,,Service Request,Open,,0,19/05/2022 00:00,
Serv-0284,Service Request,Opened,Mobile,PROCESS VOICE SERVICES,,,ZX2,12/5/2022,Jane.Doe@domain.com,23/9/2022 12:29,Service Request,Closed,,0,23/09/2022 12:29,
Serv-0285,Service Request,Suspended,Video,PROCESS MOBILES SERVCES,,,ZX2,12/5/2022,Jane Doe,23/9/2022 12:29,Service Request,Closed,,Site Name 118,23/09/2022 12:29,
Serv-0286,Service Request,Closed,Voice,PROCESS MOBILES SERVCES,,3,JD85,12/5/2022,,,Service Request,Open,,Site Name 119,14/05/2022 00:00,
Serv-0287,Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,4,5AD,12/5/2022,,24/9/2022 0:29,Service Request,Closed,,Site Name 120,24/09/2022 00:29,
Serv-0288,Service Request,Closed,Video,PROCESS VIDEO SERVICES,,3,ZX2,13/5/2022,Jane.Doe@domain.com,,Service Request,Open,,Site Name 119,05/06/2022 00:00,
Serv-0289,Service Request,Suspended,Voice,PROCESS MOBILES SERVCES,,2,JD85,13/5/2022,Jane Doe,24/9/2022 17:17,Service Request,Closed,,Site Name 118,24/09/2022 17:17,
Serv-0290,Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,2,ZX2,13/5/2022,Jane.Doe@domain.com,,Service Request,Open,,,03/06/2022 00:00,
Serv-0291,Service Request,Suspended,Video,PROCESS VOICE SERVICES,,3,9GF,14/5/2022,Jane Doe,25/9/2022 11:17,Service Request,Closed,,,25/09/2022 11:17,
Serv-0292,Service Request,Closed,Voice,PROCESS MOBILES SERVCES,,3,JD86,14/5/2022,,,Service Request,Open,,,20/05/2022 00:00,
Serv-0293,Service Request,Opened,Mobile,PROCESS VOICE SERVICES,,4,ZX79,14/5/2022,,25/9/2022 17:17,Service Request,Closed,,0,25/09/2022 17:17,
Serv-0294,Service Request,Closed,Video,PROCESS VOICE SERVICES,,2,5AD,14/5/2022,John Doe,24/9/2022 12:29,Service Request,Closed,,0,24/09/2022 12:29,
Serv-0295,Service Request,Suspended,Voice,PROCESS VIDEO SERVICES,,4,5AD,15/5/2022,Jane.Doe@domain.com,,Service Request,Open,,Site Name 119,02/06/2022 00:00,
Serv-0296,Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,,ZX79,15/5/2022,Jane Doe,25/9/2022 0:29,Service Request,Closed,,Site Name 120,25/09/2022 00:29,
Serv-0297,Service Request,Suspended,Video,PROCESS VIDEO SERVICES,,,JD86,15/5/2022,John.Doe@domain.com,,Service Request,Open,,Site Name 121,05/06/2022 00:00,
Serv-0298,Service Request,Closed,Voice,PROCESS VIDEO SERVICES,,4,9GF,16/5/2022,Jane Doe,24/9/2022 12:29,Service Request,Closed,,Site Name 120,24/09/2022 12:29,
Serv-0299,Service Request,Opened,Mobile,PROCESS MOBILES SERVCES,,2,ZX2,16/5/2022,Jane.Doe@domain.com,,Service Request,Open,,Site Name 119,04/06/2022 00:00,
Serv-0300,Service Request,Closed,Video,PROCESS VOICE SERVICES,,4,ZX2,16/5/2022,Jane Doe,25/9/2022 0:29,Service Request,Closed,,,25/09/2022 00:29,
PRB-0001,Problem,Suspended,Voice,PROCESS MOBILES SERVCES,,3,JD86,16/5/2022,Jane.Doe@domain.com,,Problem,Open,,,29/05/2022 00:00,0
PRB-0002,Problem,Opened,Mobile,PROCESS MOBILES SERVCES,,3,5AD,17/5/2022,Jane Doe,25/9/2022 17:17,Problem,Closed,,,25/09/2022 17:17,0
PRB-0003,Problem,Suspended,Video,PROCESS MOBILES SERVCES,,4,ZX2,17/5/2022,,,Problem,Open,,0,19/05/2022 00:00,0
PRB-0004,Problem,Closed,Voice,PROCESS VIDEO SERVICES,,4,JD86,17/5/2022,,,Problem,Open,,0,24/05/2022 00:00,0
PRB-0005,Problem,Opened,Mobile,PROCESS MOBILES SERVCES,,2,ZX2,17/5/2022,Jane.Doe@domain.com,26/9/2022 11:17,Problem,Closed,,Site Name 120,26/09/2022 11:17,0
PRB-0006,Problem,Closed,Video,PROCESS MOBILES SERVCES,,3,9GF,18/5/2022,Jane Doe,26/9/2022 17:17,Problem,Closed,,Site Name 121,26/09/2022 17:17,
PRB-0007,Problem,Suspended,Voice,PROCESS VOICE SERVICES,,2,JD87,18/5/2022,Jane.Doe@domain.com,25/9/2022 12:29,Problem,Closed,,Site Name 122,25/09/2022 12:29,
PRB-0008,Problem,Opened,Mobile,PROCESS MOBILES SERVCES,,,ZX80,18/5/2022,Jane Doe,,Problem,Open,,Site Name 121,08/06/2022 00:00,
PRB-0009,Problem,Suspended,Video,PROCESS VOICE SERVICES,,,5AD,19/5/2022,,26/9/2022 0:29,Problem,Closed,,Site Name 120,26/09/2022 00:29,
PRB-0010,Problem,Closed,Voice,PROCESS VOICE SERVICES,,2,5AD,19/5/2022,,,Problem,Open,,,05/06/2022 00:00,
PRB-0011,Problem,Opened,Mobile,PROCESS VIDEO SERVICES,,3,ZX80,19/5/2022,John Doe,25/9/2022 12:29,Problem,Closed,,,25/09/2022 12:29,
PRB-0012,Problem,Closed,Video,PROCESS MOBILES SERVCES,,2,JD87,19/5/2022,Jane.Doe@domain.com,25/9/2022 12:29,Problem,Closed,,,25/09/2022 12:29,
PRB-0013,Problem,Suspended,Voice,PROCESS VIDEO SERVICES,,4,9GF,20/5/2022,Jane Doe,,Problem,Open,,0,05/06/2022 00:00,
PRB-0014,Problem,Opened,Mobile,PROCESS VIDEO SERVICES,,4,ZX2,20/5/2022,John.Doe@domain.com,,Problem,Open,,0,12/06/2022 00:00,
PRB-0015,Problem,Suspended,Video,PROCESS MOBILES SERVCES,,2,ZX2,20/5/2022,Jane Doe,26/9/2022 17:17,Problem,Closed,,Site Name 121,26/09/2022 17:17,
PRB-0016,Problem,Closed,Voice,PROCESS VOICE SERVICES,,2,JD87,21/5/2022,Jane.Doe@domain.com,,Problem,Open,,Site Name 122,12/06/2022 00:00,
PRB-0017,Problem,Opened,Mobile,PROCESS MOBILES SERVCES,,3,5AD,21/5/2022,Jane Doe,,Problem,Open,,Site Name 123,08/06/2022 00:00,
PRB-0018,Problem,Closed,Video,PROCESS MOBILES SERVCES,,4,ZX2,21/5/2022,Jane.Doe@domain.com,27/9/2022 11:17,Problem,Closed,,Site Name 122,27/09/2022 11:17,
PRB-0019,Problem,Suspended,Voice,PROCESS MOBILES SERVCES,,3,JD87,21/5/2022,Jane Doe,,Problem,Open,,Site Name 121,30/05/2022 00:00,
PRB-0020,Problem,Opened,Mobile,PROCESS VIDEO SERVICES,,,ZX2,22/5/2022,,27/9/2022 17:17,Problem,Closed,,,27/09/2022 17:17,
PRB-0021,Problem,Suspended,Video,PROCESS MOBILES SERVCES,,,9GF,22/5/2022,,26/9/2022 12:29,Problem,Closed,,,26/09/2022 12:29,
PRB-0022,Problem,Closed,Voice,PROCESS MOBILES SERVCES,,3,JD88,22/5/2022,Jane.Doe@domain.com,27/9/2022 0:29,Problem,Closed,,,27/09/2022 00:29,
PRB-0023,Problem,Opened,Mobile,PROCESS VOICE SERVICES,,4,ZX81,23/5/2022,Jane Doe,,Problem,Open,,0,13/06/2022 00:00,
PRB-0024,Problem,Closed,Video,PROCESS MOBILES SERVCES,,3,5AD,23/5/2022,Jane.Doe@domain.com,26/9/2022 12:29,Problem,Closed,,0,26/09/2022 12:29,
PRB-0025,Problem,Suspended,Voice,PROCESS VOICE SERVICES,,2,5AD,23/5/2022,Jane Doe,26/9/2022 12:29,Problem,Closed,,Site Name 122,26/09/2022 12:29,
PRB-0026,Problem,Opened,Mobile,PROCESS VOICE SERVICES,,2,ZX81,23/5/2022,,,Problem,Open,,Site Name 123,12/06/2022 00:00,
PRB-0027,Problem,Suspended,Video,PROCESS VIDEO SERVICES,,3,JD88,24/5/2022,,27/9/2022 0:29,Problem,Closed,,Site Name 124,27/09/2022 00:29,
PRB-0028,Problem,Closed,Voice,PROCESS MOBILES SERVCES,,3,9GF,24/5/2022,John Doe,,Problem,Open,,Site Name 123,10/06/2022 00:00,
PRB-0029,Problem,Opened,Mobile,PROCESS VIDEO SERVICES,,4,ZX2,24/5/2022,Jane.Doe@domain.com,27/9/2022 17:17,Problem,Closed,,Site Name 122,27/09/2022 17:17,
PRB-0030,Problem,Closed,Video,PROCESS VIDEO SERVICES,,2,ZX2,25/5/2022,Jane Doe,,Problem,Open,,,12/06/2022 00:00,
PRB-0031,Problem,Suspended,Voice,PROCESS MOBILES SERVCES,,4,JD88,25/5/2022,John.Doe@domain.com,28/9/2022 11:17,Problem,Closed,,,28/09/2022 11:17,
PRB-0032,Problem,Opened,Mobile,PROCESS VOICE SERVICES,,,5AD,25/5/2022,Jane Doe,,Problem,Open,,,08/06/2022 00:00,
PRB-0033,Problem,Suspended,Video,PROCESS MOBILES SERVCES,,,ZX2,25/5/2022,Jane.Doe@domain.com,28/9/2022 17:17,Problem,Closed,,0,28/09/2022 17:17,
PRB-0034,Problem,Closed,Voice,PROCESS MOBILES SERVCES,,4,JD88,26/5/2022,Jane Doe,27/9/2022 12:29,Problem,Closed,,0,27/09/2022 12:29,
PRB-0035,Problem,Opened,Mobile,PROCESS MOBILES SERVCES,,2,ZX2,26/5/2022,Jane.Doe@domain.com,,Problem,Open,,Site Name 123,16/06/2022 00:00,
PRB-0036,Problem,Closed,Video,PROCESS VIDEO SERVICES,,4,9GF,26/5/2022,Jane Doe,28/9/2022 0:29,Problem,Closed,,Site Name 124,28/09/2022 00:29,
PRB-0092,Problem,Suspended,Voice,PROCESS MOBILES SERVCES,,3,JD89,6/5/2022,,,Problem,Open,,Site Name 125,18/05/2022 00:00,
PRB-0093,Problem,Opened,Mobile,PROCESS MOBILES SERVCES,,3,ZX82,9/5/2022,,23/9/2022 0:29,Problem,Closed,,Site Name 124,23/09/2022 00:29,
PRB-0094,Problem,Suspended,Video,PROCESS VOICE SERVICES,,4,5AD,11/5/2022,Jane.Doe@domain.com,,Problem,Open,,Site Name 123,12/05/2022 00:00,
PRB-0095,Problem,Closed,Voice,PROCESS MOBILES SERVCES,,4,5AD,13/5/2022,Jane Doe,,Problem,Open,,,23/05/2022 00:00,
PRB-0096,Problem,Opened,Mobile,PROCESS VOICE SERVICES,,2,ZX82,15/5/2022,Jane.Doe@domain.com,24/9/2022 12:29,Problem,Closed,,,24/09/2022 12:29,
PRB-0097,Problem,Closed,Video,PROCESS VOICE SERVICES,,3,JD89,18/5/2022,Jane Doe,,Problem,Open,,,22/05/2022 00:00,
PRB-0098,Problem,Suspended,Voice,PROCESS VIDEO SERVICES,,2,9GF,20/5/2022,,26/9/2022 0:29,Problem,Closed,,0,26/09/2022 00:29,
PRB-0099,Problem,Opened,Mobile,PROCESS MOBILES SERVCES,,,ZX2,22/5/2022,,,Problem,Open,,0,30/05/2022 00:00,
PRB-0100,Problem,Suspended,Video,PROCESS VIDEO SERVICES,,,ZX2,24/5/2022,John Doe,,Problem,Open,,Site Name 124,06/06/2022 00:00,
PRB-0101,Problem,Closed,Voice,PROCESS VIDEO SERVICES,,2,JD89,27/5/2022,Jane.Doe@domain.com,27/9/2022 12:29,Problem,Closed,,Site Name 125,27/09/2022 12:29,
PRB-0102,Problem,Opened,Mobile,PROCESS MOBILES SERVCES,,3,5AD,29/5/2022,Jane Doe,,Problem,Open,,Site Name 126,30/05/2022 00:00,
PRB-0103,Problem,Closed,Video,PROCESS VOICE SERVICES,,2,ZX2,31/5/2022,John.Doe@domain.com,29/9/2022 0:29,Problem,Closed,,Site Name 125,29/09/2022 00:29,
PRB-0104,Problem,Suspended,Voice,PROCESS MOBILES SERVCES,,4,JD89,2/6/2022,Jane Doe,,Problem,Open,,Site Name 124,21/06/2022 00:00,
PRB-0105,Problem,Opened,Mobile,PROCESS MOBILES SERVCES,,4,ZX2,5/6/2022,Jane.Doe@domain.com,,Problem,Open,,,28/06/2022 00:00,
PRB-0106,Problem,Suspended,Video,PROCESS MOBILES SERVCES,,2,9GF,7/6/2022,Jane Doe,30/9/2022 12:29,Problem,Closed,,,30/09/2022 12:29,
PRB-0107,Problem,Closed,Voice,PROCESS VIDEO SERVICES,,2,JD90,9/6/2022,Jane.Doe@domain.com,,Problem,Open,,,14/06/2022 00:00,
PRB-0108,Problem,Opened,Mobile,PROCESS MOBILES SERVCES,,3,ZX83,11/6/2022,Jane Doe,2/10/2022 0:29,Problem,Closed,,0,02/10/2022 00:29,
PRB-0109,Problem,Closed,Video,PROCESS MOBILES SERVCES,,4,5AD,14/6/2022,,,Problem,Open,,0,02/07/2022 00:00,
PRB-0110,Problem,Suspended,Voice,PROCESS VOICE SERVICES,,3,5AD,16/6/2022,,,Problem,Open,,Site Name 125,01/07/2022 00:00,
PRB-0111,Problem,Opened,Mobile,PROCESS MOBILES SERVCES,,,ZX83,18/6/2022,Jane.Doe@domain.com,3/10/2022 12:29,Problem,Closed,,Site Name 126,03/10/2022 12:29,
PRB-0112,Problem,Suspended,Video,PROCESS VOICE SERVICES,,,JD90,20/6/2022,Jane Doe,,Problem,Open,,Site Name 127,07/07/2022 00:00,
PRB-0113,Problem,Closed,Voice,PROCESS VOICE SERVICES,,3,9GF,23/6/2022,Jane.Doe@domain.com,5/10/2022 0:29,Problem,Closed,,Site Name 126,05/10/2022 00:29,
PRB-0114,Problem,Opened,Mobile,PROCESS VIDEO SERVICES,,4,ZX2,25/6/2022,Jane Doe,,Problem,Open,,Site Name 125,16/07/2022 00:00,
PRB-0115,Problem,Closed,Video,PROCESS MOBILES SERVCES,,3,ZX2,27/6/2022,,,Problem,Open,,,17/07/2022 00:00,
PRB-0116,Problem,Suspended,Voice,PROCESS VIDEO SERVICES,,2,JD90,29/6/2022,,6/10/2022 12:29,Problem,Closed,,,06/10/2022 12:29,
PRB-0117,Problem,Opened,Mobile,PROCESS VIDEO SERVICES,,2,5AD,2/7/2022,John Doe,,Problem,Open,,,20/07/2022 00:00,
PRB-0137,Problem,Suspended,Video,PROCESS MOBILES SERVCES,,3,ZX2,26/5/2022,Jane.Doe@domain.com,,Problem,Open,,0,02/06/2022 00:00,
PRB-0138,Problem,Closed,Voice,PROCESS VOICE SERVICES,,3,JD90,27/5/2022,Jane Doe,27/9/2022 12:29,Problem,Closed,,0,27/09/2022 12:29,
PRB-0139,Problem,Opened,Mobile,PROCESS MOBILES SERVCES,,4,ZX2,27/5/2022,John.Doe@domain.com,,Problem,Open,,Site Name 126,13/06/2022 00:00,
PRB-0140,Problem,Closed,Video,PROCESS MOBILES SERVCES,,2,9GF,27/5/2022,Jane Doe,28/9/2022 0:29,Problem,Closed,,Site Name 127,28/09/2022 00:29,
PRB-0141,Problem,Suspended,Voice,PROCESS MOBILES SERVCES,,4,JD91,28/5/2022,Jane.Doe@domain.com,,Problem,Open,,Site Name 128,29/05/2022 00:00,
PRB-0142,Problem,Opened,Mobile,PROCESS VIDEO SERVICES,,,ZX84,28/5/2022,Jane Doe,28/9/2022 17:17,Problem,Closed,,Site Name 127,28/09/2022 17:17,
PRB-0143,Problem,Suspended,Video,PROCESS MOBILES SERVCES,,,5AD,28/5/2022,Jane.Doe@domain.com,,Problem,Open,,Site Name 126,18/06/2022 00:00,
PRB-0144,Problem,Closed,Voice,PROCESS MOBILES SERVCES,,4,5AD,28/5/2022,Jane Doe,,Problem,Open,,,01/06/2022 00:00,
PRB-0145,Problem,Opened,Mobile,PROCESS VOICE SERVICES,,2,ZX84,29/5/2022,,29/9/2022 11:17,Problem,Closed,,,29/09/2022 11:17,
PRB-0146,Problem,Closed,Video,PROCESS MOBILES SERVCES,,4,JD91,29/5/2022,,29/9/2022 17:17,Problem,Closed,,,29/09/2022 17:17,
PRB-0147,Problem,Suspended,Voice,PROCESS VOICE SERVICES,,3,9GF,29/5/2022,Jane.Doe@domain.com,28/9/2022 12:29,Problem,Closed,,0,28/09/2022 12:29,
PRB-0148,Problem,Opened,Mobile,PROCESS VOICE SERVICES,,3,ZX2,30/5/2022,Jane Doe,,Problem,Open,,0,31/05/2022 00:00,
PRB-0149,Problem,Suspended,Video,PROCESS VIDEO SERVICES,,4,ZX2,30/5/2022,Jane.Doe@domain.com,29/9/2022 0:29,Problem,Closed,,Site Name 127,29/09/2022 00:29,
PRB-0150,Problem,Closed,Voice,PROCESS MOBILES SERVCES,,4,JD91,30/5/2022,Jane Doe,,Problem,Open,,Site Name 128,02/06/2022 00:00,
PRB-0151,Problem,Opened,Mobile,PROCESS VIDEO SERVICES,,2,5AD,30/5/2022,,28/9/2022 12:29,Problem,Closed,,Site Name 129,28/09/2022 12:29,
PRB-0152,Problem,Closed,Video,PROCESS VIDEO SERVICES,,3,ZX2,31/5/2022,,28/9/2022 12:29,Problem,Closed,,Site Name 128,28/09/2022 12:29,
PRB-0153,Problem,Suspended,Voice,PROCESS MOBILES SERVCES,,2,JD91,31/5/2022,John Doe,,Problem,Open,,Site Name 127,08/06/2022 00:00,
PRB-0154,Problem,Opened,Mobile,PROCESS VOICE SERVICES,,,ZX2,31/5/2022,Jane.Doe@domain.com,,Problem,Open,,,12/06/2022 00:00,
PRB-0155,Problem,Suspended,Video,PROCESS MOBILES SERVCES,,,9GF,1/6/2022,Jane Doe,29/9/2022 17:17,Problem,Closed,,,29/09/2022 17:17,
PRB-0156,Problem,Closed,Voice,PROCESS MOBILES SERVCES,,2,JD92,1/6/2022,John.Doe@domain.com,,Problem,Open,,,21/06/2022 00:00,
PRB-0157,Problem,Opened,Mobile,PROCESS MOBILES SERVCES,,3,ZX85,1/6/2022,Jane Doe,,Problem,Open,,0,24/06/2022 00:00,
PRB-0158,Problem,Closed,Video,PROCESS VIDEO SERVICES,,2,5AD,1/6/2022,Jane.Doe@domain.com,30/9/2022 11:17,Problem,Closed,,0,30/09/2022 11:17,
PRB-0159,Problem,Suspended,Voice,PROCESS MOBILES SERVCES,,4,5AD,2/6/2022,Jane Doe,,Problem,Open,,Site Name 128,20/06/2022 00:00,
PRB-0160,Problem,Opened,Mobile,PROCESS MOBILES SERVCES,,4,ZX85,2/6/2022,Jane.Doe@domain.com,30/9/2022 17:17,Problem,Closed,,Site Name 129,30/09/2022 17:17,
PRB-0161,Problem,Suspended,Video,PROCESS VOICE SERVICES,,2,JD92,2/6/2022,Jane Doe,29/9/2022 12:29,Problem,Closed,,Site Name 130,29/09/2022 12:29,
PRB-0162,Problem,Closed,Voice,PROCESS MOBILES SERVCES,,2,9GF,3/6/2022,,30/9/2022 0:29,Problem,Closed,,Site Name 129,30/09/2022 00:29,
PRB-0163,Problem,Opened,Mobile,PROCESS VOICE SERVICES,,3,ZX2,3/6/2022,,,Problem,Open,,Site Name 128,07/06/2022 00:00,
PRB-0164,Problem,Closed,Video,PROCESS VOICE SERVICES,,4,ZX2,3/6/2022,Jane.Doe@domain.com,29/9/2022 12:29,Problem,Closed,,,29/09/2022 12:29,
PRB-0165,Problem,Suspended,Voice,PROCESS VIDEO SERVICES,,3,JD92,3/6/2022,Jane Doe,29/9/2022 12:29,Problem,Closed,,,29/09/2022 12:29,
PRB-0166,Problem,Opened,Mobile,PROCESS MOBILES SERVCES,,,5AD,4/6/2022,Jane.Doe@domain.com,,Problem,Open,,,17/06/2022 00:00,
PRB-0167,Problem,Suspended,Video,PROCESS VIDEO SERVICES,,,ZX2,4/6/2022,Jane Doe,30/9/2022 0:29,Problem,Closed,,0,30/09/2022 00:29,
PRB-0168,Problem,Closed,Voice,PROCESS VIDEO SERVICES,,3,JD92,4/6/2022,,,Problem,Open,,0,09/06/2022 00:00,
PRB-0169,Problem,Opened,Mobile,PROCESS MOBILES SERVCES,,4,ZX2,4/6/2022,,30/9/2022 17:17,Problem,Closed,,Site Name 129,30/09/2022 17:17,
PRB-0170,Problem,Closed,Video,PROCESS VOICE SERVICES,,3,9GF,5/6/2022,John Doe,,Problem,Open,,Site Name 130,22/06/2022 00:00,
PRB-0171,Problem,Suspended,Voice,PROCESS MOBILES SERVCES,,2,JD93,5/6/2022,Jane.Doe@domain.com,1/10/2022 11:17,Problem,Closed,,Site Name 131,01/10/2022 11:17,
PRB-0172,Problem,Opened,Mobile,PROCESS MOBILES SERVCES,,2,ZX86,5/6/2022,Jane Doe,,Problem,Open,,Site Name 130,12/06/2022 00:00,
PRB-0173,Problem,Suspended,Video,PROCESS MOBILES SERVCES,,3,5AD,6/6/2022,John.Doe@domain.com,1/10/2022 17:17,Problem,Closed,,Site Name 129,01/10/2022 17:17,
PRB-0174,Problem,Closed,Voice,PROCESS VIDEO SERVICES,,3,5AD,6/6/2022,Jane Doe,30/9/2022 12:29,Problem,Closed,,,30/09/2022 12:29,
PRB-0175,Problem,Opened,Mobile,PROCESS MOBILES SERVCES,,4,ZX86,6/6/2022,Jane.Doe@domain.com,,Problem,Open,,,28/06/2022 00:00,
PRB-0176,Problem,Closed,Video,PROCESS MOBILES SERVCES,,2,JD93,6/6/2022,Jane Doe,1/10/2022 0:29,Problem,Closed,,,01/10/2022 00:29,
PRB-0177,Problem,Suspended,Voice,PROCESS VOICE SERVICES,,4,9GF,7/6/2022,Jane.Doe@domain.com,,Problem,Open,,0,10/06/2022 00:00,
PRB-0178,Problem,Opened,Mobile,PROCESS MOBILES SERVCES,,,ZX2,7/6/2022,Jane Doe,30/9/2022 12:29,Problem,Closed,,0,30/09/2022 12:29,
PRB-0179,Problem,Suspended,Video,PROCESS VOICE SERVICES,,,ZX2,7/6/2022,,,Problem,Open,,Site Name 130,15/06/2022 00:00,
PRB-0180,Problem,Closed,Voice,PROCESS VOICE SERVICES,,4,JD93,8/6/2022,,1/10/2022 0:29,Problem,Closed,,Site Name 131,01/10/2022 00:29,
PRB-0181,Problem,Opened,Mobile,PROCESS VIDEO SERVICES,,2,5AD,8/6/2022,Jane.Doe@domain.com,,Problem,Open,,Site Name 132,18/06/2022 00:00,
PRB-0182,Problem,Closed,Video,PROCESS MOBILES SERVCES,,4,ZX2,8/6/2022,Jane Doe,1/10/2022 17:17,Problem,Closed,,Site Name 131,01/10/2022 17:17,
PRB-0183,Problem,Suspended,Voice,PROCESS VIDEO SERVICES,,3,JD93,8/6/2022,Jane.Doe@domain.com,,Problem,Open,,Site Name 130,17/06/2022 00:00,
PRB-0184,Problem,Opened,Mobile,PROCESS VIDEO SERVICES,,3,ZX2,9/6/2022,Jane Doe,,Problem,Open,,,13/06/2022 00:00,
PRB-0185,Problem,Suspended,Video,PROCESS MOBILES SERVCES,,4,9GF,9/6/2022,,2/10/2022 11:17,Problem,Closed,,,02/10/2022 11:17,
PRB-0186,Problem,Closed,Voice,PROCESS VOICE SERVICES,,4,JD94,9/6/2022,,2/10/2022 17:17,Problem,Closed,,,02/10/2022 17:17,
PRB-0187,Problem,Opened,Mobile,PROCESS MOBILES SERVCES,,2,ZX87,10/6/2022,John Doe,1/10/2022 12:29,Problem,Closed,,0,01/10/2022 12:29,
PRB-0188,Problem,Closed,Video,PROCESS MOBILES SERVCES,,3,5AD,10/6/2022,Jane.Doe@domain.com,,Problem,Open,,0,20/06/2022 00:00,
PRB-0189,Problem,Suspended,Voice,PROCESS MOBILES SERVCES,,2,5AD,10/6/2022,Jane Doe,2/10/2022 0:29,Problem,Closed,,Site Name 131,02/10/2022 00:29,
PRB-0190,Problem,Opened,Mobile,PROCESS VIDEO SERVICES,,,ZX87,10/6/2022,John.Doe@domain.com,,Problem,Open,,Site Name 132,18/06/2022 00:00,
PRB-0191,Problem,Suspended,Video,PROCESS MOBILES SERVCES,,,JD94,11/6/2022,Jane Doe,1/10/2022 12:29,Problem,Closed,,Site Name 133,01/10/2022 12:29,
PRB-0192,Problem,Closed,Voice,PROCESS MOBILES SERVCES,,2,9GF,11/6/2022,Jane.Doe@domain.com,1/10/2022 12:29,Problem,Closed,,Site Name 132,01/10/2022 12:29,
PRB-0193,Problem,Opened,Mobile,PROCESS VOICE SERVICES,,3,ZX2,11/6/2022,Jane Doe,,Problem,Open,,Site Name 131,14/06/2022 00:00,
PRB-0194,Problem,Closed,Video,PROCESS MOBILES SERVCES,,2,ZX2,12/6/2022,Jane.Doe@domain.com,,Problem,Open,,,25/06/2022 00:00,
PRB-0195,Problem,Suspended,Voice,PROCESS VOICE SERVICES,,4,JD94,12/6/2022,Jane Doe,2/10/2022 17:17,Problem,Closed,,,02/10/2022 17:17,
PRB-0196,Problem,Opened,Mobile,PROCESS VOICE SERVICES,,4,5AD,12/6/2022,,,Problem,Open,,,28/06/2022 00:00,
PRB-0197,Problem,Suspended,Video,PROCESS VIDEO SERVICES,,2,ZX2,12/6/2022,,,Problem,Open,,0,01/07/2022 00:00,
PRB-0198,Problem,Closed,Voice,PROCESS MOBILES SERVCES,,2,JD94,13/6/2022,Jane.Doe@domain.com,3/10/2022 11:17,Problem,Closed,,0,03/10/2022 11:17,
PRB-0199,Problem,Opened,Mobile,PROCESS VIDEO SERVICES,,3,ZX2,13/6/2022,Jane Doe,,Problem,Open,,Site Name 132,02/07/2022 00:00,
PRB-0200,Problem,Closed,Video,PROCESS VIDEO SERVICES,,4,9GF,13/6/2022,Jane.Doe@domain.com,3/10/2022 17:17,Problem,Closed,,Site Name 133,03/10/2022 17:17,
PRB-0201,Problem,Suspended,Voice,PROCESS MOBILES SERVCES,,3,JD95,13/6/2022,Jane Doe,2/10/2022 12:29,Problem,Closed,,Site Name 134,02/10/2022 12:29,
PRB-0202,Problem,Opened,Mobile,PROCESS VOICE SERVICES,,,ZX88,14/6/2022,,3/10/2022 0:29,Problem,Closed,,Site Name 133,03/10/2022 00:29,
PRB-0203,Problem,Suspended,Video,PROCESS MOBILES SERVCES,,,5AD,14/6/2022,,,Problem,Open,,Site Name 132,27/06/2022 00:00,
PRB-0204,Problem,Closed,Voice,PROCESS MOBILES SERVCES,,3,5AD,14/6/2022,John Doe,2/10/2022 12:29,Problem,Closed,,,02/10/2022 12:29,
PRB-0205,Problem,Opened,Mobile,PROCESS MOBILES SERVCES,,4,ZX88,15/6/2022,Jane.Doe@domain.com,2/10/2022 12:29,Problem,Closed,,,02/10/2022 12:29,
PRB-0206,Problem,Closed,Video,PROCESS VIDEO SERVICES,,3,JD95,15/6/2022,Jane Doe,,Problem,Open,,,07/07/2022 00:00,
PRB-0207,Problem,Suspended,Voice,PROCESS MOBILES SERVCES,,2,9GF,15/6/2022,John.Doe@domain.com,3/10/2022 0:29,Problem,Closed,,0,03/10/2022 00:29,
PRB-0208,Problem,Opened,Mobile,PROCESS MOBILES SERVCES,,2,ZX2,15/6/2022,Jane Doe,,Problem,Open,,0,08/07/2022 00:00,
PRB-0209,Problem,Suspended,Video,PROCESS VOICE SERVICES,,3,ZX2,16/6/2022,Jane.Doe@domain.com,3/10/2022 17:17,Problem,Closed,,Site Name 133,03/10/2022 17:17,
PRB-0210,Problem,Closed,Voice,PROCESS MOBILES SERVCES,,3,JD95,16/6/2022,Jane Doe,,Problem,Open,,Site Name 134,05/07/2022 00:00,
